audit_timestamp,rollback_snapshot_id,production_dbf_flag,record_type,reconstructed_claim_id,canonical_payment_stage_id,derivation_candidate_id,prototype_claimnum,replay_source,uat_segment,governance_status,business_review_required,replay_authorization_status,generation_status,mamount,blocker_category,business_explanation,orphan_impact,reconciliation_impact,replay_eligibility,remediation_recommendation,rulebook_lineage
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010402010-1-DEATH_CLAIM-C0-20221021,CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,QDC-CPS-RC-9010402010-1-DEATH_CLAIM-C0-20221021-P1,CLM0000155,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,8920.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010402014-1-DEATH_CLAIM-C0-20230913,CPS-RC-9010402014-1-DEATH_CLAIM-C0-20230913-P1,QDC-CPS-RC-9010402014-1-DEATH_CLAIM-C0-20230913-P1,CLM0000156,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,4290.22,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010406962-1-DEATH_CLAIM-C0-20210726,CPS-RC-9010406962-1-DEATH_CLAIM-C0-20210726-P1,QDC-CPS-RC-9010406962-1-DEATH_CLAIM-C0-20210726-P1,CLM0000207,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,883.67,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010418088-1-DEATH_CLAIM-C0-20240629,CPS-RC-9010418088-1-DEATH_CLAIM-C0-20240629-P1,QDC-CPS-RC-9010418088-1-DEATH_CLAIM-C0-20240629-P1,CLM0000222,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,10000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010425845-1-DEATH_CLAIM-C0-20210625,CPS-RC-9010425845-1-DEATH_CLAIM-C0-20210625-P1,QDC-CPS-RC-9010425845-1-DEATH_CLAIM-C0-20210625-P1,CLM0000238,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,7547.16,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010434419-1-DEATH_CLAIM-C0-20240224,CPS-RC-9010434419-1-DEATH_CLAIM-C0-20240224-P1,QDC-CPS-RC-9010434419-1-DEATH_CLAIM-C0-20240224-P1,CLM0000282,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5603.16,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010436599-1-DEATH_CLAIM-C0-20190212,CPS-RC-9010436599-1-DEATH_CLAIM-C0-20190212-P1,QDC-CPS-RC-9010436599-1-DEATH_CLAIM-C0-20190212-P1,CLM0000303,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1113.76,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010438325-1-DEATH_CLAIM-C0-20231225,CPS-RC-9010438325-1-DEATH_CLAIM-C0-20231225-P1,QDC-CPS-RC-9010438325-1-DEATH_CLAIM-C0-20231225-P1,CLM0000313,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,4063.27,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010458657-1-DEATH_CLAIM-C0-20191012,CPS-RC-9010458657-1-DEATH_CLAIM-C0-20191012-P1,QDC-CPS-RC-9010458657-1-DEATH_CLAIM-C0-20191012-P1,CLM0000485,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5056.24,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010459970-1-DEATH_CLAIM-C0-20190621,CPS-RC-9010459970-1-DEATH_CLAIM-C0-20190621-P1,QDC-CPS-RC-9010459970-1-DEATH_CLAIM-C0-20190621-P1,CLM0000490,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,3580.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P1,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P1,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P2,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P2,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P3,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P3,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.15,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010464590-1-DEATH_CLAIM-C0-20200118,CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P4,QDC-CPS-RC-9010464590-1-DEATH_CLAIM-C0-20200118-P4,CLM0000514,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,761.14,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010465265-1-DEATH_CLAIM-C0-20190224,CPS-RC-9010465265-1-DEATH_CLAIM-C0-20190224-P1,QDC-CPS-RC-9010465265-1-DEATH_CLAIM-C0-20190224-P1,CLM0000527,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1664.33,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010475576-1-DEATH_CLAIM-C0-20211004,CPS-RC-9010475576-1-DEATH_CLAIM-C0-20211004-P1,QDC-CPS-RC-9010475576-1-DEATH_CLAIM-C0-20211004-P1,CLM0000586,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5238.62,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010478259-1-DEATH_CLAIM-C0-20190919,CPS-RC-9010478259-1-DEATH_CLAIM-C0-20190919-P1,QDC-CPS-RC-9010478259-1-DEATH_CLAIM-C0-20190919-P1,CLM0000616,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1635.81,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P1,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P1,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.85,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P2,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P2,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.86,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010478574-1-DEATH_CLAIM-C0-20200218,CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P3,QDC-CPS-RC-9010478574-1-DEATH_CLAIM-C0-20200218-P3,CLM0000621,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1886.85,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010496486-1-DEATH_CLAIM-C0-20231120,CPS-RC-9010496486-1-DEATH_CLAIM-C0-20231120-P1,QDC-CPS-RC-9010496486-1-DEATH_CLAIM-C0-20231120-P1,CLM0000686,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,2003.75,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010499269-1-DEATH_CLAIM-C0-20180115,CPS-RC-9010499269-1-DEATH_CLAIM-C0-20180115-P1,QDC-CPS-RC-9010499269-1-DEATH_CLAIM-C0-20180115-P1,CLM0000694,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,1504.34,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010500769-1-DEATH_CLAIM-C0-20230824,CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P1,QDC-CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P1,CLM0000695,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5000.0,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010500769-1-DEATH_CLAIM-C0-20230824,CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P2,QDC-CPS-RC-9010500769-1-DEATH_CLAIM-C0-20230824-P2,CLM0000695,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5023.14,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
2026-06-26T14:22:39Z,PHASE17A-UAT-SEGMENTATION-20260626T142239Z,N,QUIKCLMP,RC-9010501466-1-DEATH_CLAIM-C0-20201116,CPS-RC-9010501466-1-DEATH_CLAIM-C0-20201116-P1,QDC-CPS-RC-9010501466-1-DEATH_CLAIM-C0-20201116-P1,CLM0000696,BASELINE,governance_cleared,UAT_CLEARED,N,BASELINE_RULEBOOK_READY,ACCEPTED,5006.9,NONE,Payment linked to UAT-cleared claim; available for UAT testing.,NONE,PASS,UAT_READY,NONE,phase15_replay|phase16_triage|phase17a_uat_segmentation
