audit_timestamp,rollback_snapshot_id,production_dbf_flag,workbench_queue,review_queue_rank,reconstructed_claim_id,derivation_candidate_id,claim_family,blocker_category,governance_status,severity,remediability,business_review_required,replay_authorization_status,replay_eligibility,remediation_recommendation,business_explanation,orphan_impact,reconciliation_impact,priority_score,rulebook_lineage
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,1,RC-9011219517-1-SURRENDER_CLAIM-C2-20201013,QDC-RC-9011219517-1-SURRENDER_CLAIM-C2-20201013,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,2,RC-9010831893-3-SURRENDER_CLAIM-C0-20190611,QDC-RC-9010831893-3-SURRENDER_CLAIM-C0-20190611,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,3,RC-9010784249-3-SURRENDER_CLAIM-C0-20190604,QDC-RC-9010784249-3-SURRENDER_CLAIM-C0-20190604,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,4,RC-9010738539-2-SURRENDER_CLAIM-C0-20250103,QDC-RC-9010738539-2-SURRENDER_CLAIM-C0-20250103,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,5,RC-9011215903-1-SURRENDER_CLAIM-C0-20211202,QDC-RC-9011215903-1-SURRENDER_CLAIM-C0-20211202,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,6,RC-9010763012-2-SURRENDER_CLAIM-C0-20210726,QDC-RC-9010763012-2-SURRENDER_CLAIM-C0-20210726,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,7,RC-9010894754-2-SURRENDER_CLAIM-C0-20220801,QDC-RC-9010894754-2-SURRENDER_CLAIM-C0-20220801,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,8,RC-9010845880-2-SURRENDER_CLAIM-C0-20250312,QDC-RC-9010845880-2-SURRENDER_CLAIM-C0-20250312,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,9,RC-9011217615-1-SURRENDER_CLAIM-C0-20250221,QDC-RC-9011217615-1-SURRENDER_CLAIM-C0-20250221,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,10,RC-9010917231-2-SURRENDER_CLAIM-C0-20230603,QDC-RC-9010917231-2-SURRENDER_CLAIM-C0-20230603,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,SURRENDER_OFFSET_REVIEW,11,RC-9010825027-2-SURRENDER_CLAIM-C0-20210614,QDC-RC-9010825027-2-SURRENDER_CLAIM-C0-20210614,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,BUSINESS_REVIEW_REQUIRED,HIGH,NON_RECOVERABLE,Y,NOT_AUTHORIZED,N,SURRENDER_OFFSET_BUSINESS_REVIEW,Pending business decision,,,1,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
