audit_timestamp,rollback_snapshot_id,production_dbf_flag,workbench_queue,review_queue_rank,reconstructed_claim_id,derivation_candidate_id,claim_family,blocker_category,governance_status,severity,remediability,business_review_required,replay_authorization_status,replay_eligibility,remediation_recommendation,business_explanation,orphan_impact,reconciliation_impact,priority_score,rulebook_lineage
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,1,RC-9010434419-2-DEATH_CLAIM-C0-20240224,QDC-RC-9010434419-2-DEATH_CLAIM-C0-20240224,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,2,RC-9010458657-2-DEATH_CLAIM-C0-20191012,QDC-RC-9010458657-2-DEATH_CLAIM-C0-20191012,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,3,RC-9010491000-1-DEATH_CLAIM-C0-20200223,QDC-RC-9010491000-1-DEATH_CLAIM-C0-20200223,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,4,RC-9010586005-2-DEATH_CLAIM-C0-20251007,QDC-RC-9010586005-2-DEATH_CLAIM-C0-20251007,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,5,RC-9010752703-1-DEATH_CLAIM-C0-20181206,QDC-RC-9010752703-1-DEATH_CLAIM-C0-20181206,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,6,RC-9010764842-1-DEATH_CLAIM-C0-20220511,QDC-RC-9010764842-1-DEATH_CLAIM-C0-20220511,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,7,RC-9010785777-1-DEATH_CLAIM-C0-20180831,QDC-RC-9010785777-1-DEATH_CLAIM-C0-20180831,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,8,RC-9010785932-1-DEATH_CLAIM-C0-20220408,QDC-RC-9010785932-1-DEATH_CLAIM-C0-20220408,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,9,RC-9010786015-1-DEATH_CLAIM-C0-20241217,QDC-RC-9010786015-1-DEATH_CLAIM-C0-20241217,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
2026-06-26T14:22:52Z,PHASE17-GOVERNANCE-REPORTING-WORKBENCH-20260626T142252Z,N,GOVERNANCE_HOLD,10,RC-9010802627-1-DEATH_CLAIM-C0-20190319,QDC-RC-9010802627-1-DEATH_CLAIM-C0-20190319,,RECONCILIATION_FAILURE,GOVERNANCE_HOLD,,,Y,BASELINE_RULEBOOK_READY,NOT_ELIGIBLE,BUSINESS_REVIEW,Pending business decision,NONE,REVIEW,,phase17a|phase17b|phase17c|phase17d|phase17e|phase17f
