audit_timestamp,rollback_snapshot_id,production_dbf_flag,reconstructed_claim_id,policy_number,claim_family,activity_window,gross_component,interest_component,loan_offsets,net_payment,payout_total,clearing_0038_total,pactg_div_on_dep_excluded,pactg_div_rows_matched,div_on_dep_excluded,exclusion_source,adjusted_payout,balancing_difference_raw,balancing_difference_adjusted,rebalance_status,rebalance_rule,promotion_eligible,rulebook_lineage
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010411727-1-DEATH_CLAIM-C0-20190315,9010411727,DEATH_CLAIM,20190315-20190315,10000.0,0.0,0.0,10000.0,17235.67,7235.67,7258.82,2,7258.82,PACTG_GL_2023_603703R,9976.85,-7235.67,23.15,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010438821-1-DEATH_CLAIM-C0-20190402,9010438821,DEATH_CLAIM,20190402-20190402,11320.0,63.07,0.0,11383.07,15476.47,4156.11,0.0,0,4156.11,LIFECYCLE_0038_FALLBACK,11320.36,-4093.4,62.71,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010443109-1-DEATH_CLAIM-C0-20210514,9010443109,DEATH_CLAIM,20210514-20210514,4658.0,28.46,0.0,4686.46,5504.36,735.65,0.0,0,735.65,LIFECYCLE_0038_FALLBACK,4768.71,-817.9,-82.25,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010455617-1-DEATH_CLAIM-C0-20210107,9010455617,DEATH_CLAIM,20210107-20210107,4611.0,33.44,0.0,4644.44,8671.31,4026.87,4018.52,2,4018.52,PACTG_GL_2023_603703R,4652.79,-4026.87,-8.35,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010471933-1-DEATH_CLAIM-C0-20191011,9010471933,DEATH_CLAIM,20191011-20191011,6813.0,0.0,0.0,6813.0,10724.24,3911.24,3985.8,2,3985.8,PACTG_GL_2023_603703R,6738.44,-3911.24,74.56,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010497768-1-DEATH_CLAIM-C0-20231215,9010497768,DEATH_CLAIM,20231215-20231215,4022.0,22.64,0.0,4044.64,4311.29,266.65,268.17,2,268.17,PACTG_GL_2023_603703R,4043.12,-266.65,1.52,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010498617-1-DEATH_CLAIM-C0-20230115,9010498617,DEATH_CLAIM,20230115-20230115,4000.0,0.0,0.0,4000.0,7187.13,3187.13,3182.05,2,3182.05,PACTG_GL_2023_603703R,4005.08,-3187.13,-5.08,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010514051-1-DEATH_CLAIM-C0-20241117,9010514051,DEATH_CLAIM,20241117-20241117,5000.0,0.0,0.0,5000.0,9083.81,4083.81,4114.03,2,4114.03,PACTG_GL_2023_603703R,4969.78,-4083.81,30.22,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010521160-1-DEATH_CLAIM-C0-20230107,9010521160,DEATH_CLAIM,20230107-20230107,2000.0,0.0,0.0,2000.0,3877.32,1876.33,1870.85,2,1870.85,PACTG_GL_2023_603703R,2006.47,-1877.32,-6.47,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,RC-9010586005-1-DEATH_CLAIM-C0-20251007,9010586005,DEATH_CLAIM,20251007-20251007,5000.0,10.61,0.0,5010.61,5123.23,13.11,0.0,0,13.11,LIFECYCLE_0038_FALLBACK,5110.12,-112.62,-99.51,MINOR_VARIANCE,EXCLUDE_GL_2023_603703R_FROM_DB_BALANCING,Y,phase23_client_decision_application|phase24_client_balancing_rerun
