audit_timestamp,rollback_snapshot_id,production_dbf_flag,record_type,reconstructed_claim_id,prototype_claimnum,derivation_candidate_id,replay_source,uat_segment,governance_status,business_review_required,replay_authorization_status,reconciliation_status,generation_status,blocker_category,business_explanation,orphan_impact,reconciliation_impact,replay_eligibility,remediation_recommendation,rulebook_lineage
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010411727-1-DEATH_CLAIM-C0-20190315,CLM0000217,QDC-RC-9010411727-1-DEATH_CLAIM-C0-20190315,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=23.15).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010438821-1-DEATH_CLAIM-C0-20190402,CLM0000323,QDC-RC-9010438821-1-DEATH_CLAIM-C0-20190402,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (LIFECYCLE_0038_FALLBACK); post-adjustment status MINOR_VARIANCE (diff=62.71).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010443109-1-DEATH_CLAIM-C0-20210514,CLM0000386,QDC-RC-9010443109-1-DEATH_CLAIM-C0-20210514,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (LIFECYCLE_0038_FALLBACK); post-adjustment status MINOR_VARIANCE (diff=-82.25).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010455617-1-DEATH_CLAIM-C0-20210107,CLM0000459,QDC-RC-9010455617-1-DEATH_CLAIM-C0-20210107,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=-8.35).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010471933-1-DEATH_CLAIM-C0-20191011,CLM0000568,QDC-RC-9010471933-1-DEATH_CLAIM-C0-20191011,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=74.56).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010497768-1-DEATH_CLAIM-C0-20231215,CLM0000687,QDC-RC-9010497768-1-DEATH_CLAIM-C0-20231215,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=1.52).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010498617-1-DEATH_CLAIM-C0-20230115,CLM0000693,QDC-RC-9010498617-1-DEATH_CLAIM-C0-20230115,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=-5.08).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010514051-1-DEATH_CLAIM-C0-20241117,CLM0000723,QDC-RC-9010514051-1-DEATH_CLAIM-C0-20241117,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=30.22).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010521160-1-DEATH_CLAIM-C0-20230107,CLM0000763,QDC-RC-9010521160-1-DEATH_CLAIM-C0-20230107,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (PACTG_GL_2023_603703R); post-adjustment status MINOR_VARIANCE (diff=-6.47).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010586005-1-DEATH_CLAIM-C0-20251007,CLM0000858,QDC-RC-9010586005-1-DEATH_CLAIM-C0-20251007,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (LIFECYCLE_0038_FALLBACK); post-adjustment status MINOR_VARIANCE (diff=-99.51).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
2026-06-12T12:58:15Z,PHASE24-CLIENT-BALANCING-RERUN-20260612T125815Z,N,QUIKCLMS,RC-9010726104-1-DEATH_CLAIM-C0-20230501,CLM0000873,QDC-RC-9010726104-1-DEATH_CLAIM-C0-20230501,CLIENT_DECISION,CLIENT_REBALANCE_CLEARED,UAT_CLEARED,N,CLIENT_AUTHORIZED,CLIENT_ACCEPTED,ACCEPTED,NONE,Client decision Item 16 rebalance: dividend-on-deposit (2023/603703R) excluded from DB balancing (LIFECYCLE_0038_FALLBACK); post-adjustment status BALANCED (diff=0.0).,NONE,CLIENT_ACCEPTED,UAT_READY,NONE,phase23_client_decision_application|phase24_client_balancing_rerun
