audit_timestamp,rollback_snapshot_id,production_dbf_flag,review_queue,reconstructed_claim_id,prototype_claimnum,policy_number,claim_family,first_activity_date,lifecycle_status,transaction_codes,blocker_category,triage_disposition,business_explanation,recommended_business_question,recommended_next_action,rulebook_lineage
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9010780591-3-SURRENDER_CLAIM-C0-20230209,,9010780591,SURRENDER_CLAIM,20230209,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C0-20180624,,9011072813,SURRENDER_CLAIM,20180624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C1-20190624,,9011072813,SURRENDER_CLAIM,20190624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C2-20200624,,9011072813,SURRENDER_CLAIM,20200624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C3-20210624,,9011072813,SURRENDER_CLAIM,20210624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C4-20220624,,9011072813,SURRENDER_CLAIM,20220624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C5-20230624,,9011072813,SURRENDER_CLAIM,20230624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C6-20240624,,9011072813,SURRENDER_CLAIM,20240624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9011072813-2-SURRENDER_CLAIM-C7-20250624,,9011072813,SURRENDER_CLAIM,20250624,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
2026-06-16T14:11:35Z,PHASE26-CLIENT-BUSINESS-REVIEW-20260616T141135Z,N,SURRENDER_INSUFFICIENT_EVIDENCE,RC-9010780411-2-SURRENDER_CLAIM-C0-20180205,,9010780411,SURRENDER_CLAIM,20180205,FUNDED,0561,SURRENDER_OFFSET_BLOCKED,REMAINS_BUSINESS_REVIEW,Pending business decision,Transaction history lacks approved surrender payout pattern (1020/0560/0094/1900/0567) — approve for UAT or exclude?,CLIENT_DECISION_REQUIRED,phase24_client_balancing_rerun|phase25_uat_emit_refresh|phase26_client_business_review_packet
