audit_timestamp,rollback_snapshot_id,production_dbf_flag,reconstructed_claim_id,claim_family,blocker_category,transaction_codes,triage_disposition,decision_basis,rulebook_lineage
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9011219517-1-SURRENDER_CLAIM-C2-20201013,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0411|0412|0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010831893-3-SURRENDER_CLAIM-C0-20190611,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010784249-3-SURRENDER_CLAIM-C0-20190604,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010738539-2-SURRENDER_CLAIM-C0-20250103,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560|1020,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9011215903-1-SURRENDER_CLAIM-C0-20211202,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010763012-2-SURRENDER_CLAIM-C0-20210726,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010894754-2-SURRENDER_CLAIM-C0-20220801,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010845880-2-SURRENDER_CLAIM-C0-20250312,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9011217615-1-SURRENDER_CLAIM-C0-20250221,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010917231-2-SURRENDER_CLAIM-C0-20230603,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560|1020,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010825027-2-SURRENDER_CLAIM-C0-20210614,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010385636-1-SURRENDER_CLAIM-C1-20180507,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0412|0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010822738-3-SURRENDER_CLAIM-C0-20200413,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010469081-1-SURRENDER_CLAIM-C5-20221003,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0412|0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010851847-2-SURRENDER_CLAIM-C0-20191007,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010867974-2-SURRENDER_CLAIM-C2-20211210,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560|0561,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010803680-2-SURRENDER_CLAIM-C0-20201013,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010804488-2-SURRENDER_CLAIM-C0-20180413,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
2026-06-11T17:33:03Z,PHASE23-CLIENT-DECISION-APPLICATION-20260611T173303Z,N,RC-9010458744-1-SURRENDER_CLAIM-C0-20190225,SURRENDER_CLAIM,SURRENDER_OFFSET_BLOCKED,0560,CLIENT_PATTERN_CLEARED,Client Item 14: approved surrender patterns only; loan-only excluded,phase17_uat_governance|phase23_client_decision_application
