audit_timestamp,hold_category,governance_status,record_type,reconstructed_claim_id,derivation_candidate_id,policy_number,claim_family,lifecycle_status,reason_excluded,activity_class,transaction_codes,mintamt,annual_recurrence_flag,production_dbf_flag,exclude_from_uat_emit,exclude_from_uat_dbf,business_review_required,business_explanation,remediation_recommendation,rulebook_lineage
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C0-20180724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C0-20180724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,602.44,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C1-20190724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C1-20190724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,629.65,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C2-20200724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C2-20200724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,634.15,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C3-20210724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C3-20210724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,610.51,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C4-20220724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C4-20220724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,635.4,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C5-20230721,QDC-RC-9010331768-1-SURRENDER_CLAIM-C5-20230721,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,202.33,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C6-20240724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C6-20240724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,603.83,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010331768-1-SURRENDER_CLAIM-C7-20250724,QDC-RC-9010331768-1-SURRENDER_CLAIM-C7-20250724,9010331768,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,589.3,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C0-20181118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C0-20181118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,70.9,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
2026-05-28T20:19:14Z,SEMANTIC_PSEUDO_CLAIM,SEMANTIC_GOVERNANCE_HOLD,QUIKCLMS,RC-9010346921-1-SURRENDER_CLAIM-C1-20191118,QDC-RC-9010346921-1-SURRENDER_CLAIM-C1-20191118,9010346921,SURRENDER_CLAIM,INFERRED,ACTIVE_POLICY_SURRENDER_CONTRADICTION|ANNUAL_LOAN_CAPITALIZATION_PATTERN|BORROWED_MONEY_ONLY_CHAIN|LOAN_INTEREST_CAPITALIZATION_PATTERN|NON_CLAIM_ACCOUNTING_ACTIVITY|NO_CLAIM_PAYOUT_SEMANTICS|QLADMIN_DOMAIN_MISMATCH_QUIKLOAN,LOAN_ACCOUNTING_ACTIVITY,0412,214.74,Y,N,Y,Y,Y,"Non-claim loan accounting activity (LifePRO 04xx Borrowed Money) misclassified as SURRENDER_CLAIM/QUIKCLMS. LifePRO defines 0412=Loan Interest Capitalized and 0451=Unearned Interest Income — not death/surrender claims. QLAdmin assigns loan activity to QuikLoan/Loan History, not QUIKCLMS Death Claims.",Business review required. Future target: QuikLoan/MLOANACCR — not auto-converted in Phase 22.,PHASE22A_SEMANTIC_GOVERNANCE_HOLD|PHASE22B_QLADMIN_DOMAIN_ALIGNMENT
