cfic_plan,ql_plan,gender,uwclass,band,issue_age,policy_year,cash_value,pup_ins,term_rsv,mean_rsv,rl_netprem,fy_netprem,death_ben,source_file
BLFS,10BLFS,F,SM,00,18,1,0.00,0,0.00,0.16,0.324390,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,2,0.00,0,3.62,3.72,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,3,0.00,0,7.38,7.41,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,4,0.00,0,11.27,11.24,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,5,0.88,13,15.29,15.19,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,6,4.11,56,19.43,19.27,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,7,7.45,97,23.66,23.46,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,8,10.95,136,28.05,27.77,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,9,14.59,175,32.59,32.23,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,10,18.40,211,37.28,36.85,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,11,22.36,247,42.12,41.61,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,12,26.47,281,47.11,46.53,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,13,30.74,313,52.24,51.58,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,14,35.17,345,57.52,56.79,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,15,39.75,375,62.94,62.14,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,16,44.45,403,68.45,67.61,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,17,49.22,430,74.03,73.15,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,18,54.09,455,79.69,78.77,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,19,59.03,479,85.39,84.45,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,20,64.02,501,91.13,90.17,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,21,69.09,523,96.92,95.94,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,22,74.27,543,102.81,101.78,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,23,79.58,563,108.80,107.72,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,24,85.05,582,114.92,113.77,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,25,90.68,600,121.17,119.96,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,26,96.47,617,127.55,126.27,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,27,102.43,634,134.07,132.72,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,28,108.53,651,140.69,139.29,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,29,114.72,666,147.36,145.93,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,30,120.98,681,154.06,152.62,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,31,127.31,695,160.79,159.34,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,32,133.68,708,167.52,166.07,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,33,140.08,721,174.23,172.78,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,34,146.46,733,180.88,179.46,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,35,152.82,745,187.45,186.08,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,36,159.10,756,193.91,192.59,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,37,165.28,766,200.22,198.97,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,38,171.31,776,206.32,205.18,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,39,177.12,785,212.16,211.15,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,40,182.63,794,217.66,216.82,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,41,187.79,802,222.76,222.12,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,42,192.50,809,227.38,226.98,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,43,196.67,816,231.42,231.31,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,44,200.18,822,234.77,235.01,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,45,202.92,828,237.34,237.97,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,46,204.76,833,238.98,240.07,3.822330,0.324390,1000.00,cifi0007.DBF
BLFS,10BLFS,F,SM,00,18,47,205.55,419,239.58,241.19,3.822330,0.324390,1000.00,cifi0007.DBF
