policy_number,effective_date,mplan,trans_amount,has_560,has_0090,has_1020,has_payout_pair,deferred_hold
9010713707,20180419,1659C2,128.5,False,False,False,False,True
9010713707,20190419,1659C2,128.5,False,False,False,False,True
9010713707,20200419,1659C2,128.5,False,False,False,False,True
9010713707,20210419,1659C2,128.5,False,False,False,False,True
9010713707,20220419,1659C2,128.5,False,False,False,False,True
9010713707,20230419,1659C2,128.5,False,False,False,False,True
9010713707,20240419,1659C2,128.5,False,False,False,False,True
9010713707,20250419,1659C2,128.5,False,False,False,False,True
9010713707,20260419,1659C2,128.5,False,False,False,False,True
9010715467,20180514,1659C2,1129.0,False,False,False,False,True
9010715467,20190514,1659C2,1129.0,False,False,False,False,True
9010715467,20200514,1659C2,1129.0,False,False,False,False,True
9010715467,20210514,1659C2,1129.0,False,False,False,False,True
9010715467,20220514,1659C2,1129.0,False,False,False,False,True
9010715467,20230514,1659C2,1129.0,False,False,False,False,True
9010715467,20240514,1659C2,1129.0,False,False,False,False,True
9010715467,20250514,1659C2,1129.0,False,False,False,False,True
9010715467,20260514,1659C2,1129.0,False,False,False,False,True
9010716973,20180510,1659C2,263.0,False,False,False,False,True
9010716973,20190510,1659C2,263.0,False,False,False,False,True
9010716973,20200510,1659C2,263.0,False,False,False,False,True
9010716973,20210510,1659C2,263.0,False,False,False,False,True
9010716973,20220510,1659C2,263.0,False,False,False,False,True
9010716973,20230510,1659C2,263.0,False,False,False,False,True
9010716973,20240510,1659C2,263.0,False,False,False,False,True
9010716973,20250510,1659C2,263.0,False,False,False,False,True
9010716973,20260510,1659C2,263.0,False,False,False,False,True
9010716974,20180510,1659C2,246.75,False,False,False,False,True
9010716974,20190510,1659C2,246.75,False,False,False,False,True
9010716974,20200510,1659C2,246.75,False,False,False,False,True
9010717034,20180511,1659C2,320.2,False,False,False,False,True
9010717034,20190511,1659C2,320.2,False,False,False,False,True
9010717034,20200511,1659C2,320.2,False,False,False,False,True
9010717034,20210511,1659C2,320.2,False,False,False,False,True
9010717034,20220511,1659C2,320.2,False,False,False,False,True
9010717034,20230511,1659C2,320.2,False,False,False,False,True
9010717034,20240511,1659C2,320.2,False,False,False,False,True
9010717034,20250511,1659C2,320.2,False,False,False,False,True
9010717034,20260511,1659C2,320.2,False,False,False,False,True
9010717447,20230523,1659C2,1242.0,False,False,False,False,True
9010717447,20240523,1659C2,1242.0,False,False,False,False,True
9010717447,20250523,1659C2,1242.0,False,False,False,False,True
9010717447,20260523,1659C2,1242.0,False,False,False,False,True
9010718276,20180622,1659C2,1634.0,False,False,False,False,True
9010718276,20190622,1659C2,1634.0,False,False,False,False,True
9010718276,20200622,1659C2,1634.0,False,False,False,False,True
9010718276,20210622,1659C2,1634.0,False,False,False,False,True
9010718276,20220622,1659C2,1634.0,False,False,False,False,True
9010718276,20230622,1659C2,1634.0,False,False,False,False,True
9010718276,20240622,1659C2,1634.0,False,False,False,False,True
9010718276,20250622,1659C2,1634.0,False,False,False,False,True
9010718277,20180604,1659C2,585.5,False,False,False,False,True
9010718277,20190604,1659C2,585.5,False,False,False,False,True
9010718277,20200604,1659C2,585.5,False,False,False,False,True
9010718277,20210604,1659C2,585.5,False,False,False,False,True
9010718277,20220604,1659C2,585.5,False,False,False,False,True
9010718277,20230604,1659C2,585.5,False,False,False,False,True
9010718277,20240604,1659C2,585.5,False,False,False,False,True
9010718277,20250604,1659C2,585.5,False,False,False,False,True
9010718278,20230604,1659C2,107.11,False,False,False,False,True
9010718495,20180602,1659C2,1095.75,False,False,False,False,True
9010718495,20190602,1659C2,1095.75,False,False,False,False,True
9010718495,20200602,1659C2,1095.75,False,False,False,False,True
9010719553,20180611,1659C2,134.75,False,False,False,False,True
