governance_topic,entity_key,entity_type,effective_date_signal,risk_level,overlap_count,notes,recommended_hold_category
DUPLICATE_PLAN_CODE,9DIS25,QL_PLAN_CODE,,CRITICAL,2,Duplicate PLAN in quikplan output breaks primary key validation.,DUPLICATE_PLAN
FORM_COLLISION,,FORM,,MEDIUM,9,FORM  maps to 9 distinct PLAN codes.,FORM_COLLISION_REVIEW
FORM_COLLISION,0823,FORM,,MEDIUM,9,FORM 0823 maps to 9 distinct PLAN codes.,FORM_COLLISION_REVIEW
FORM_COLLISION,960,FORM,,MEDIUM,13,FORM 960 maps to 13 distinct PLAN codes.,FORM_COLLISION_REVIEW
FORM_COLLISION,L10,FORM,,MEDIUM,6,FORM L10 maps to 6 distinct PLAN codes.,FORM_COLLISION_REVIEW
PRODUCT_VERSION_LINEAGE,0822 620,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19641228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0822 665,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841229. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0822 960,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0822 960PO,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 665,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841229. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 896,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841229. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 96085,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19740128. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 960CH,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 960LP,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 960OL,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
PRODUCT_VERSION_LINEAGE,0823 960PO,LIFEPRO_COVERAGE_ID,20090305,LOW,1,Status=A; PCOMP END_DATE=19841228. Crosswalk has no effective-date dimension — grandfathering risk.,
