audit_timestamp,production_dbf_flag,package_type,parent_claim_id,reconstructed_claim_id,derivation_candidate_id,claim_family,blocker_type,orphan_payment_amount,governance_status,severity,remediability,business_review_required,remediation_workflow,business_summary,rulebook_lineage
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9011201621-1-DEATH_CLAIM-C0-20201017,RC-9011201621-1-DEATH_CLAIM-C0-20201017,QDC-CPS-RC-9011201621-1-DEATH_CLAIM-C0-20201017-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,25677.15,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $25677.15 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9011261439-1-DEATH_CLAIM-C1-20240529,RC-9011261439-1-DEATH_CLAIM-C1-20240529,QDC-CPS-RC-9011261439-1-DEATH_CLAIM-C1-20240529-P1,DEATH_CLAIM,UNBALANCED_PARENT,11688.57,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $11688.57 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010411499-1-DEATH_CLAIM-C0-20200830,RC-9010411499-1-DEATH_CLAIM-C0-20200830,QDC-CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,10467.29,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10467.29 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010389651-1-DEATH_CLAIM-C0-20240727,RC-9010389651-1-DEATH_CLAIM-C0-20240727,QDC-CPS-RC-9010389651-1-DEATH_CLAIM-C0-20240727-P1,DEATH_CLAIM,UNBALANCED_PARENT,22352.18,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $22352.18 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010396147-1-DEATH_CLAIM-C0-20250106,RC-9010396147-1-DEATH_CLAIM-C0-20250106,QDC-CPS-RC-9010396147-1-DEATH_CLAIM-C0-20250106-P1,DEATH_CLAIM,UNBALANCED_PARENT,10133.83,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $10133.83 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010394249-1-DEATH_CLAIM-C0-20240916,RC-9010394249-1-DEATH_CLAIM-C0-20240916,QDC-CPS-RC-9010394249-1-DEATH_CLAIM-C0-20240916-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,13044.15,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $13044.15 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010412522-1-DEATH_CLAIM-C0-20190718,RC-9010412522-1-DEATH_CLAIM-C0-20190718,QDC-CPS-RC-9010412522-1-DEATH_CLAIM-C0-20190718-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,20435.43,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $20435.43 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010393158-1-DEATH_CLAIM-C0-20210207,RC-9010393158-1-DEATH_CLAIM-C0-20210207,QDC-CPS-RC-9010393158-1-DEATH_CLAIM-C0-20210207-P1,DEATH_CLAIM,LIFECYCLE_BLOCKED,11321.7,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $11321.7 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9010411499-1-DEATH_CLAIM-C0-20200830,RC-9010411499-1-DEATH_CLAIM-C0-20200830,QDC-CPS-RC-9010411499-1-DEATH_CLAIM-C0-20200830-P2,DEATH_CLAIM,LIFECYCLE_BLOCKED,10466.96,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,LIFECYCLE_REPLAY_AUTHORIZATION,Orphan payment $10466.96 blocked because parent claim is lifecycle blocked. Recommended workflow: LIFECYCLE_REPLAY_AUTHORIZATION.,phase16e_qa_uat_orphan_package
2026-05-24T19:22:25Z,N,REMAINING_ORPHAN_REVIEW,RC-9011156098-1-DEATH_CLAIM-C1-20231115,RC-9011156098-1-DEATH_CLAIM-C1-20231115,QDC-CPS-RC-9011156098-1-DEATH_CLAIM-C1-20231115-P1,DEATH_CLAIM,UNBALANCED_PARENT,15000.0,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,PARENT_CLAIM_REMEDIATION,Orphan payment $15000.0 blocked because parent claim is unbalanced parent. Recommended workflow: PARENT_CLAIM_REMEDIATION.,phase16e_qa_uat_orphan_package
