audit_timestamp,production_dbf_flag,package_type,parent_claim_id,reconstructed_claim_id,orphan_payment_count,orphan_payment_amount,blocker_type,remediation_priority_score,expected_replay_impact,governance_status,severity,remediability,business_review_required,business_summary,rulebook_lineage
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010834719-1-DEATH_CLAIM-C0-20180807,RC-9010834719-1-DEATH_CLAIM-C0-20180807,7,227457.2,UNBALANCED_PARENT,0.755,PROJECTED_ORPHANS_RESOLVED=4,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,Parent claim drives 7 orphan payment(s) totaling $227457.2. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010846459-1-DEATH_CLAIM-C0-20181231,RC-9010846459-1-DEATH_CLAIM-C0-20181231,8,25693.07,LIFECYCLE_BLOCKED,0.7285,PROJECTED_ORPHANS_RESOLVED=8,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 8 orphan payment(s) totaling $25693.07. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9011186904-1-DEATH_CLAIM-C0-20191120,RC-9011186904-1-DEATH_CLAIM-C0-20191120,7,14024.68,LIFECYCLE_BLOCKED,0.6351,PROJECTED_ORPHANS_RESOLVED=7,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 7 orphan payment(s) totaling $14024.68. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010398591-1-DEATH_CLAIM-C0-20190827,RC-9010398591-1-DEATH_CLAIM-C0-20190827,9,11683.11,UNBALANCED_PARENT,0.6334,PROJECTED_ORPHANS_RESOLVED=5,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,Parent claim drives 9 orphan payment(s) totaling $11683.11. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9011175626-1-DEATH_CLAIM-C0-20180125,RC-9011175626-1-DEATH_CLAIM-C0-20180125,6,20325.54,LIFECYCLE_BLOCKED,0.6316,PROJECTED_ORPHANS_RESOLVED=6,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 6 orphan payment(s) totaling $20325.54. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010778262-1-DEATH_CLAIM-C0-20190222,RC-9010778262-1-DEATH_CLAIM-C0-20190222,6,19778.26,LIFECYCLE_BLOCKED,0.6289,PROJECTED_ORPHANS_RESOLVED=6,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 6 orphan payment(s) totaling $19778.26. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9011000854-1-DEATH_CLAIM-C0-20221224,RC-9011000854-1-DEATH_CLAIM-C0-20221224,4,21521.6,LIFECYCLE_BLOCKED,0.5676,PROJECTED_ORPHANS_RESOLVED=4,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 4 orphan payment(s) totaling $21521.6. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9011194064-1-DEATH_CLAIM-C0-20220123,RC-9011194064-1-DEATH_CLAIM-C0-20220123,4,21277.76,LIFECYCLE_BLOCKED,0.5664,PROJECTED_ORPHANS_RESOLVED=4,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 4 orphan payment(s) totaling $21277.76. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010783502-1-DEATH_CLAIM-C0-20210919,RC-9010783502-1-DEATH_CLAIM-C0-20210919,6,14242.45,UNBALANCED_PARENT,0.5412,PROJECTED_ORPHANS_RESOLVED=4,PRODUCTION_BLOCKED,HIGH,PARTIALLY_RECOVERABLE,Y,Parent claim drives 6 orphan payment(s) totaling $14242.45. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
2026-05-24T19:22:25Z,N,PARENT_REMEDIATION_REVIEW,RC-9010398274-1-DEATH_CLAIM-C0-20240313,RC-9010398274-1-DEATH_CLAIM-C0-20240313,4,15088.91,LIFECYCLE_BLOCKED,0.5354,PROJECTED_ORPHANS_RESOLVED=4,NEEDS_RULE_REFINEMENT,MEDIUM,RECOVERABLE,N,Parent claim drives 4 orphan payment(s) totaling $15088.91. Remediating this parent is a high-value target for orphan reduction.,phase16e_qa_uat_parent_package
