relative_path,prechange_sha256,postchange_sha256,backup_source,issue_id,change_purpose
.citizens-project-root,NEW_FILE,1999fc740152b38fbeef771b77495b27d562fdd9c411c8f8ae03437ae3b43744,N/A,CIT-ARCH-001,Stage 4B runtime foundation
pyproject.toml,NEW_FILE,79757da07d31f7ccc416f0ba2d403660ef68fc49d60c0ae6667f77c7e2993ef5,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/citizens.yaml,4990a171324c83307f5bf6879ad2b9d3703f95b16242f5de24ef7e208c1842cc,4990a171324c83307f5bf6879ad2b9d3703f95b16242f5de24ef7e208c1842cc,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
config/engine_version.yaml,efb4f5b37531f3341e16d44c9172bf3def00f4b5b1e989433bd8bcf3150726f8,efb4f5b37531f3341e16d44c9172bf3def00f4b5b1e989433bd8bcf3150726f8,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
config/source_locations.yaml,faa1dfa224c430d4c0f5fb5e41976a66cee2614d95b304dbcaabcd4bc1825722,faa1dfa224c430d4c0f5fb5e41976a66cee2614d95b304dbcaabcd4bc1825722,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
config/output_locations.yaml,8ed71de37386797cf713a8bb41f2b815728e33740cce5f93a0629e652e34447f,8ed71de37386797cf713a8bb41f2b815728e33740cce5f93a0629e652e34447f,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
config/runtime.yaml,5f46b694d77a9362a0c75796aa1e939dc941d96fb99da0cc6dab6de64371ed93,5f46b694d77a9362a0c75796aa1e939dc941d96fb99da0cc6dab6de64371ed93,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
config/logging.yaml,9cc5210b47c11af6e929c544afae6c6638128d6e121c9be49e2d69a097af1fa5,9cc5210b47c11af6e929c544afae6c6638128d6e121c9be49e2d69a097af1fa5,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
config/environments/local.yaml,NEW_FILE,55b83ccf09e107e85b65f56ff6a386787e13d929bd7d056550629acc614c1ea0,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/environments/validation.yaml,NEW_FILE,1a744ea8704a8238a161d77a5044027031de6a1d5897320ebbe2f4c2742084a0,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/environments/production.yaml,NEW_FILE,e4e1f5de29da17624576a29b780485de098ab56ffa935ac83b6f1b90ad15cbaf,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/schemas/citizens_config.schema.json,NEW_FILE,8a0b90d1ec19f14184ab8ba32716c23efa6a895cb90125676de8f2cc187a4934,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/schemas/engine_version.schema.json,NEW_FILE,aaafa467d10ce956f15e2b3644373953402d0929d695af110106e204d637a033,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
config/schemas/source_locations.schema.json,NEW_FILE,ac7971edd783fb03473db509a53c6fa5f6d08c95a60b2026eaa9198fe3a8c7f4,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/schemas/output_locations.schema.json,NEW_FILE,bc8eb4e7d523329f7e8f9d76be6f6ead80d1af1ff364fe8d63046fbfd8ab474f,N/A,CIT-ARCH-001,Stage 4B runtime foundation
config/schemas/runtime.schema.json,NEW_FILE,37f01c4ea498229141c09c79ca71fa4188343938c0ea594009e3550b55943484,N/A,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/configuration.py,fd6a5966fe54bdc308fa2568eb3ca81a530489aab5600d94ad7a9a75203ae6dc,fca906b9edac5884f1df1c0e900224a50c56ecb4af59dabd513eb82f65350d9a,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/citizens_paths.py,0d7b8a9dff50c8e41f30e06739d20d80d917ed7be6d6e5975881817cd0948f4b,0d7b8a9dff50c8e41f30e06739d20d80d917ed7be6d6e5975881817cd0948f4b,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/legacy_cfic_paths.py,9daac1cf9c177664475eb349033572587e73e09660ed7bdfb6ed921862a3fdc5,9daac1cf9c177664475eb349033572587e73e09660ed7bdfb6ed921862a3fdc5,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/engine_import.py,424f0ec85fadbc8ce32c0f911fc4105ccdca5288bded9b15d372889b33a387c8,424f0ec85fadbc8ce32c0f911fc4105ccdca5288bded9b15d372889b33a387c8,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
conversion/orchestration/cfic_reserve_build.py,0bb215b53dbd7b7114b1ad382fad4113d21230cc75938d97c5bd60d3fad773f4,0bb215b53dbd7b7114b1ad382fad4113d21230cc75938d97c5bd60d3fad773f4,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/cfic_rate_publish.py,f064e4186d0a31c6f1e0277572c1cd814a7adfcfaa0deff863f9824d28e23f81,f064e4186d0a31c6f1e0277572c1cd814a7adfcfaa0deff863f9824d28e23f81,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/package_cfic_rates.py,7f0d1960c2c087257defe175f4cc4d17db122e631c47e90ee0ff7469faf8aa3f,7f0d1960c2c087257defe175f4cc4d17db122e631c47e90ee0ff7469faf8aa3f,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
conversion/orchestration/build_cfic_assumption_template.py,2e0a0bdc0c2b5968a513ada49e637d9a3728b2f4e21ac5fd58d0fb8b1947e12b,2e0a0bdc0c2b5968a513ada49e637d9a3728b2f4e21ac5fd58d0fb8b1947e12b,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
tools/engine/check_engine_compatibility.py,NEW_FILE,2c1656500104c1a7e17e1fe1f9330f25205a88d954ab44dce2b37d52b201bf8e,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
tools/development/stage4b_prechange_baseline.py,NEW_FILE,b6d937bf501f060c91f182fb7c73037a7066cc8b98a52659da009b2073c37517,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tools/development/stage4b_legacy_scan.py,NEW_FILE,ba5db2a8fa1516a3d75ea28858921f71d0ad82b2e5422f123fc5764a62fe2fcb,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tools/development/stage4b_rollback_manifest.py,NEW_FILE,8467acf40b478e57dbf63d724b62b49b0c56ed47a2dbf241b50936df77158d09,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tests/conftest.py,NEW_FILE,89341c1c708aa288966506217cb4a5e1eec589fa0218f25469caa56400519f5e,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tests/unit/configuration/test_configuration_loader.py,NEW_FILE,4929e6bb53da797a974a651037ca4ff006084c2edc263009815ef959d9f79de5,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tests/integration/configuration/test_real_project_load.py,NEW_FILE,3d83bc73bb998e2d507a013afc698dd633d279552c8727e852ba551d338c15c3,N/A,CIT-ARCH-001,Stage 4B runtime foundation
tests/unit/engine/test_engine_import.py,NEW_FILE,a09eebc17d92e200257a1129a26dae4cfb42629bf31736a2d5af894b3023de31,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
tests/integration/engine/test_compatibility_checker.py,NEW_FILE,92b0fdddab29bb007505c3ff5eb26588490b0efe446f2f44163675ae77ec9b46,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
docs/architecture/ENTERPRISE_ENGINE_API_CONTRACT.md,NEW_FILE,77a6470b183b7cb6b762ffb3268c736cfdb49bfb448733a128858252ed9b94b4,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
reports/development/Stage4B_Prechange_Baseline.md,NEW_FILE,1c371dbead7fa726e0922f66f970d17016ed676d62fd544b9c79f83df6c1864b,N/A,CIT-ARCH-001,Stage 4B runtime foundation
reports/development/CIT-ARCH-001_Validation_Report.md,NEW_FILE,f7ba9da5c9a873c92a3b989549ac17fd60a5a679896ac5eb284ffaa562221761,N/A,CIT-ARCH-001,Stage 4B runtime foundation
reports/development/CIT-ENGINE-001_Package_Discovery_Report.md,NEW_FILE,170f3d6af322a455b06ee022612ace133f6288b7bb0a4d789679e38ec0b101d6,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
reports/development/Stage4B_Legacy_Reference_Comparison.csv,NEW_FILE,9a16f272c7dc4b6ee9a491596a17426b26f087ad092371881e45a2546856cabc,N/A,CIT-ARCH-001,Stage 4B runtime foundation
reports/development/Stage4B_Regression_and_Integrity_Report.md,NEW_FILE,466f12acf8e259b507f35e82dd51268c985ab493c6c958e0f87096a13306a409,N/A,CIT-ARCH-001,Stage 4B runtime foundation
reports/engine/engine_compatibility_result.json,NEW_FILE,069997fe2d0843246003a35ccb7e2f3cc15a84f546f8e589af04d985ede2d6f4,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
issues/development/CIT-ARCH-001.md,NEW_FILE,44cdaefc6b740e82d8fbcbe5594e7e725a5275372db059f76c1dac2e15a6d283,N/A,CIT-ARCH-001,Stage 4B runtime foundation
issues/development/CIT-ENGINE-001.md,NEW_FILE,cc90e77c822c9902ffceecf499d055dc1a716c1fe51367b4b9bbab807d279abf,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
Stage4B_Runtime_Foundation_and_Engine_Pin_Report.md,NEW_FILE,9d6ce0926516bc138d4b88ff78c4d1ba70261ffeaa7a9b4fc8fb6750c3b244bd,N/A,CIT-ARCH-001;CIT-ENGINE-001,Stage 4B runtime foundation
README.md,69d3bc8e06676d4cbe9014228988cf4bedb00111c2bc5bce9b841a605ae999f2,9529259d0542bf6dfad1684d49f966a49e59d8e1e1f511f28afcd6286231c7a1,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
PROJECT_STATUS.md,90fa1e097ec97780e73fc323c058d2e3bdec54b4d7d7919540889a9b9109c40b,cea6c6481286cd352f02df4099235ee4f548800e62a417e14612a54522bdf47d,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
CHANGELOG.md,a081bfe29dd22f8437ca0c3423ed39bb1d63af0be1cb6fb02d199baa92d4f62a,d141dfb9b82c4c886f48839a6501476fb0791c0e932d8cfb8477d91ce687cd9d,manifests/stage4b_prechange_file_hashes.csv,CIT-ARCH-001,Stage 4B runtime foundation
