source_file,source_row_number,mpolicy,mphase,source_plan_code,candidate_mplan,resolved_mplan,is_authoritative,exists_in_quikplan,contains_spaces,is_blank,resolution_path,fallback_value,governance_status,error_category,remediation_hint,blank_classification
PPBEN.csv,1325,010713704C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1329,010713705C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1332,010713707C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1335,010715467C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1338,010716973C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1341,010716974C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1344,010717034C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1349,010717447C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1355,010718276C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1358,010718277C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1363,010718278C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1367,010718309C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1370,010718495C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1373,010719553C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1376,010719815C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1379,010720088C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1383,010720759C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1386,010721848C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1389,010721849C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1393,010722345C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1397,010722516C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1402,010722550C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1405,010722734C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1409,010723386C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1412,010723387C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1416,010723388C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1422,010723523C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1425,010723524C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1429,010724403C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1432,010724510C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1435,010725643C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1438,010726104C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1441,010726317C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1444,010726318C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1447,010726319C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1450,010726922C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1453,010728696C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1457,010729500C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1460,010729999C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1463,010730145C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1466,010730647C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1472,010730780C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1477,010731277C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1482,010731278C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1485,010731296C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1490,010731608C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1494,010731970C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1497,010732078C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1501,010732270C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
PPBEN.csv,1505,010732271C,99,,,,N,N,N,Y,BLANK_INPUT,,BLANK_ALLOWED,EXPECTED_NON_PRODUCT_ROW,Blank MPLAN — classify before governance action,EXPECTED_NON_PRODUCT_ROW
